latitude,longitude,room_type,property_type,accommodates,bedrooms,bathrooms,beds,number_of_reviews,reviews_per_month,review_scores_rating,minimum_nights,maximum_nights,availability_365,instant_bookable,host_is_superhost,price
43.77709,11.25216,Private room,Private room in serviced apartment,2,1.0,1.0,1.0,156.0,0.85,4.67,1,99,345,1.0,,130.0
43.76832,11.24348,Entire home/apt,Entire condo,4,2.0,2.0,3.0,40.0,0.22,4.77,6,31,162,0.0,0.0,112.0
43.76742,11.24378,Entire home/apt,Entire rental unit,4,2.0,1.0,2.0,34.0,0.19,4.48,4,1124,171,0.0,1.0,97.0
43.76944,11.26331,Entire home/apt,Entire rental unit,2,2.0,1.0,1.0,8.0,0.06,4.75,3,1125,51,1.0,0.0,215.0
43.76417541503906,11.24618434906006,Entire home/apt,Entire condo,4,1.0,1.0,2.0,441.0,2.47,4.86,3,25,292,0.0,1.0,173.0
43.77699,11.25216,Private room,Private room in serviced apartment,3,1.0,1.0,2.0,136.0,0.76,4.76,1,99,344,1.0,,125.0
43.77704,11.25217,Private room,Private room in serviced apartment,1,1.0,1.0,1.0,282.0,1.58,4.66,1,99,342,1.0,,98.0
43.777,11.25216,Private room,Private room in serviced apartment,3,1.0,1.0,2.0,144.0,0.84,4.74,1,99,334,1.0,,135.0
43.77386,11.25028,Private room,Private room in serviced apartment,3,1.0,2.0,1.0,549.0,3.06,4.59,2,10,49,0.0,1.0,99.0
43.77525,11.25258,Private room,Private room in home,1,1.0,1.0,1.0,38.0,0.23,4.58,3,35,315,0.0,0.0,69.0
43.77236,11.24787,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,152.0,0.87,4.57,3,31,221,0.0,1.0,123.0
43.77713,11.26182,Entire home/apt,Entire rental unit,4,1.0,1.0,3.0,141.0,0.84,4.83,3,75,187,1.0,1.0,139.0
43.76728,11.25066,Entire home/apt,Entire rental unit,8,3.0,2.0,3.0,167.0,1.0,4.89,2,90,199,1.0,1.0,243.0
43.77613,11.25492,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,228.0,1.33,4.72,3,30,288,1.0,1.0,140.0
43.77263,11.26316,Entire home/apt,Entire rental unit,4,2.0,1.5,2.0,122.0,0.71,4.92,31,1125,277,0.0,1.0,106.0
43.77089,11.25966,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,240.0,1.4,4.85,3,28,265,1.0,0.0,126.0
43.77591,11.25846,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,45.0,0.26,4.96,5,30,55,0.0,1.0,131.0
43.77931,11.25805,Entire home/apt,Entire rental unit,3,1.0,1.5,1.0,46.0,0.26,4.98,5,730,54,1.0,0.0,137.0
43.77525,11.25258,Private room,Private room in home,2,1.0,1.0,2.0,34.0,0.2,4.27,2,35,293,0.0,0.0,94.0
43.76971,11.2518,Entire home/apt,Entire rental unit,2,1.0,1.0,2.0,175.0,1.58,4.69,31,185,351,0.0,0.0,172.0
43.76988,11.23978,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,47.0,0.27,4.57,3,1125,301,1.0,0.0,96.0
43.77243,11.24519,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,564.7399999999998,6.8,4.76,2,180,257,0.0,0.0,112.0
43.77272,11.25914,Entire home/apt,Entire rental unit,4,2.0,2.0,3.0,564.7399999999998,5.54,4.93,2,15,217,0.0,,247.0
43.77556,11.26009,Entire home/apt,Entire rental unit,4,1.0,2.0,2.0,2.0,0.03,4.5,3,1125,42,1.0,0.0,253.0
43.77556,11.26009,Entire home/apt,Entire rental unit,6,2.0,1.0,3.0,11.0,0.09,4.45,3,365,22,1.0,0.0,368.0
43.77556,11.26009,Entire home/apt,Entire rental unit,6,2.0,1.0,3.0,26.0,0.15,4.32,3,1125,0,1.0,0.0,306.0
43.7736,11.25881,Entire home/apt,Entire rental unit,6,2.0,2.0,6.0,7.0,0.04,4.57,31,730,271,0.0,0.0,140.0
43.77551,11.25912,Entire home/apt,Entire rental unit,2,1.0,1.0,4.0,17.0,0.16,4.71,31,730,68,0.0,0.0,152.0
43.7755,11.25826,Entire home/apt,Entire rental unit,4,2.0,1.0,4.0,1.0,0.06,3.5,31,730,239,0.0,0.0,126.0
43.76807,11.25997,Entire home/apt,Entire rental unit,10,4.0,3.0,5.0,256.0,1.63,4.7,3,730,268,0.0,1.0,450.0
43.76947,11.254953,Entire home/apt,Entire condo,2,1.0,1.0,1.0,120.0,1.45,4.87,2,730,293,0.0,1.0,90.0
43.76207,11.24275,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,117.0,0.68,4.66,4,365,357,1.0,1.0,91.0
43.77382,11.2573,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,177.0,1.03,4.95,4,30,230,0.0,1.0,157.0
43.76801,11.26212,Entire home/apt,Entire condo,4,2.0,1.0,3.0,179.0,1.13,4.85,3,29,115,0.0,1.0,158.0
43.77017,11.27702,Entire home/apt,Entire rental unit,2,1.0,1.5,4.0,118.0,0.87,4.88,2,29,363,0.0,1.0,120.0
43.76977,11.26376,Entire home/apt,Entire rental unit,8,4.0,2.0,6.0,41.0,0.24,4.4,3,1125,5,1.0,0.0,459.0
43.80993910508455,11.273253396410809,Entire home/apt,Entire villa,10,4.0,4.0,7.0,41.0,0.26,4.8,4,1125,286,1.0,1.0,660.0
43.77423,11.23028,Entire home/apt,Entire rental unit,6,2.0,1.5,5.0,246.0,1.45,4.63,3,365,332,1.0,0.0,122.0
43.76987838745117,11.266142845153809,Entire home/apt,Entire condo,3,1.0,1.0,2.0,378.0,2.22,4.76,2,28,256,0.0,,99.0
43.76035,11.24044,Private room,Private room in home,2,1.0,1.0,2.0,54.0,0.32,4.6,31,1125,279,0.0,0.0,45.0
43.78213,11.24163,Private room,Private room in rental unit,2,1.0,1.0,1.0,564.7399999999998,4.0,4.8,2,28,236,1.0,1.0,77.0
43.77533,11.25254,Private room,Private room in home,2,1.0,1.0,2.0,29.0,0.21,4.59,2,35,273,0.0,0.0,94.0
43.77111,11.24893,Entire home/apt,Entire rental unit,1,1.0,1.0,1.0,94.0,0.65,4.9,6,29,282,0.0,1.0,69.0
43.77255,11.26408,Entire home/apt,Entire rental unit,7,3.0,2.0,7.0,57.0,0.36,4.85,2,730,136,1.0,1.0,354.0
43.77569,11.25229,Entire home/apt,Entire rental unit,6,3.0,2.0,5.0,90.0,0.54,4.52,3,730,171,1.0,0.0,412.0
43.77522,11.25454,Private room,Private room in rental unit,2,1.0,1.0,1.0,564.7399999999998,5.07,4.76,2,1125,332,1.0,0.0,119.0
43.78155,11.26059,Entire home/apt,Entire condo,8,2.0,2.0,4.0,172.0,1.02,4.61,1,29,293,1.0,1.0,315.0
43.77521,11.24534,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,464.0,2.77,4.93,1,90,273,1.0,,150.0
43.77586,11.2443,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,466.0,2.91,4.92,1,30,298,1.0,,108.0
43.77427,11.24729,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,564.7399999999998,4.42,4.83,1,29,156,1.0,,117.0
43.76584,11.2544,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,519.0,3.1,4.81,1,30,208,1.0,,113.0
43.77278,11.23709,Entire home/apt,Entire condo,2,1.0,1.0,1.0,3.0,0.08,5.0,31,1125,362,0.0,0.0,162.0
43.77225,11.24849,Entire home/apt,Entire rental unit,6,2.0,1.5,1.0,197.0,1.18,4.7,5,21,251,0.0,1.0,81.0
43.76506,11.24467,Entire home/apt,Entire rental unit,2,2.0,1.0,2.0,31.0,0.21,4.94,31,365,80,1.0,1.0,180.0
43.76554,11.2586,Entire home/apt,Entire rental unit,3,1.0,1.0,2.0,26.0,0.19,4.62,1,365,360,1.0,1.0,111.0
43.77069,11.27713,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,50.0,0.33,4.55,4,730,240,1.0,0.0,135.0
43.77178,11.26133,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,76.0,0.46,4.63,4,730,284,1.0,0.0,135.0
43.76778,11.24119,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,119.0,0.71,4.25,2,365,300,0.0,0.0,88.0
43.77187347412109,11.261885643005373,Entire home/apt,Entire condo,3,1.0,1.5,2.0,98.0,0.89,4.84,2,30,322,0.0,0.0,130.0
43.78437938421835,11.253579331814272,Entire home/apt,Entire home,4,1.0,1.0,2.0,60.0,0.38,4.91,2,7,143,0.0,1.0,165.0
43.77958,11.24487,Hotel room,Room in bed and breakfast,2,1.0,1.0,1.0,117.0,0.73,4.73,2,7,308,0.0,0.0,86.0
43.76786,11.25178,Entire home/apt,Entire condo,2,1.0,1.0,1.0,47.0,0.28,4.8,2,30,117,1.0,0.0,67.0
43.76545333862305,11.258498191833496,Private room,Private room in rental unit,2,1.0,2.0,4.0,16.0,0.13,4.75,3,20,41,0.0,1.0,85.0
43.772,11.26142,Entire home/apt,Entire condo,4,1.0,1.0,1.0,109.0,0.68,4.66,3,20,341,0.0,0.0,150.0
43.76796,11.2714,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,88.0,1.04,5.0,2,30,232,1.0,1.0,97.0
43.77022,11.2561,Private room,Private room in home,2,1.0,1.5,1.0,534.0,3.52,4.78,2,7,47,0.0,1.0,45.0
43.77296447753906,11.285463333129885,Private room,Private room in rental unit,2,1.0,1.0,2.0,564.7399999999998,3.85,4.85,2,360,345,0.0,1.0,73.0
43.769016,11.241931,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,76.0,0.47,4.8,7,510,209,0.0,,119.0
43.7723,11.2616,Entire home/apt,Entire condo,4,2.0,1.0,3.0,123.0,0.77,4.66,2,30,312,0.0,1.0,137.0
43.76736,11.27223,Entire home/apt,Entire rental unit,10,4.0,4.0,6.0,4.0,0.04,5.0,1,30,179,0.0,0.0,960.0
43.78118,11.23266,Entire home/apt,Entire rental unit,4,1.0,1.0,4.0,172.0,1.09,4.91,3,60,276,0.0,1.0,102.0
43.7733,11.24754,Entire home/apt,Entire rental unit,6,2.0,1.0,6.0,221.0,1.34,4.79,3,30,291,1.0,1.0,144.0
43.76813583209722,11.280788866715431,Entire home/apt,Entire rental unit,4,2.0,1.5,2.0,227.0,1.55,4.78,2,1125,358,0.0,1.0,131.0
43.76999,11.30511,Private room,Private room in rental unit,2,1.0,1.0,1.0,80.0,0.49,4.8,31,300,358,0.0,0.0,980.0
43.77299,11.26279,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,222.0,1.38,4.81,3,15,359,0.0,1.0,116.0
43.77531,11.25456,Private room,Private room in rental unit,4,1.0,1.0,2.0,564.7399999999998,4.65,4.82,2,29,302,1.0,0.0,135.0
43.764389,11.261067,Entire home/apt,Entire home,3,1.0,2.0,4.0,77.0,0.48,4.82,3,30,317,0.0,1.0,133.0
43.77453,11.25684,Entire home/apt,Entire vacation home,3,1.0,1.0,2.0,139.0,0.86,4.34,1,365,121,1.0,0.0,118.0
43.77438,11.2567,Entire home/apt,Entire rental unit,7,2.0,2.0,7.0,46.0,0.29,4.03,2,365,333,1.0,0.0,233.0
43.7681,11.2564,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,383.0,2.4,4.86,2,180,308,1.0,1.0,236.0
43.7689,11.24409,Entire home/apt,Entire condo,3,1.0,1.0,1.0,52.0,0.32,4.63,4,365,309,1.0,1.0,80.0
43.77203,11.25575,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,564.7399999999998,3.52,4.78,1,28,190,1.0,1.0,213.0
43.77525,11.25259,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,35.0,0.24,4.43,2,365,322,0.0,0.0,91.0
43.7686,11.25324,Entire home/apt,Entire rental unit,4,2.0,1.5,3.0,174.0,1.11,4.83,3,360,287,0.0,,227.0
43.76752,11.25266,Entire home/apt,Entire condo,4,2.0,1.0,2.0,156.0,0.98,4.92,3,90,151,0.0,,242.0
43.77893,11.26936,Private room,Private room in rental unit,1,1.0,1.0,1.0,21.0,0.13,4.85,2,365,59,0.0,0.0,55.0
43.76957,11.26455,Entire home/apt,Entire rental unit,4,2.0,1.5,3.0,229.0,1.42,4.89,2,30,0,1.0,0.0,61.0
43.77211,11.26442,Entire home/apt,Entire loft,4,1.0,1.0,2.0,523.0,3.32,4.98,2,20,109,0.0,1.0,216.0
43.81893,11.28034,Entire home/apt,Entire rental unit,6,3.0,3.0,3.0,1.0,0.03,5.0,31,90,0,0.0,0.0,135.0
43.77133,11.31963,Entire home/apt,Entire rental unit,4,2.0,1.0,3.0,36.0,0.37,4.72,5,1125,183,1.0,0.0,145.0
43.77119,11.31819,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,30.0,0.28,4.6,6,1125,175,1.0,0.0,135.0
43.77149,11.31847,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,39.0,0.32,4.77,5,1125,186,1.0,0.0,118.0
43.77217,11.23438,Entire home/apt,Entire rental unit,10,3.0,2.0,7.0,18.0,0.13,4.83,1,30,65,1.0,0.0,404.0
43.76779,11.25987,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,270.0,1.68,4.91,3,28,259,0.0,1.0,175.0
43.76196,11.24245,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,184.0,1.14,4.87,2,28,331,1.0,1.0,152.0
43.76196,11.24245,Entire home/apt,Entire rental unit,4,2.0,1.0,2.0,81.0,0.51,4.9,2,30,313,1.0,1.0,173.0
43.76196,11.24245,Entire home/apt,Entire rental unit,5,2.0,1.0,3.0,62.0,0.39,4.92,3,30,332,1.0,1.0,176.0
43.76196,11.24245,Entire home/apt,Entire rental unit,4,2.0,2.0,3.0,93.0,0.58,4.84,2,30,299,1.0,1.0,212.0
43.76196,11.24245,Entire home/apt,Entire rental unit,4,1.0,1.0,3.0,79.0,0.49,4.9,2,30,259,1.0,1.0,121.0
43.76856,11.26299,Entire home/apt,Entire condo,2,1.0,1.0,1.0,65.0,0.76,4.78,14,120,67,0.0,0.0,82.0
43.76399,11.27084,Entire home/apt,Entire condo,2,1.0,1.0,1.0,77.0,0.49,4.58,3,30,269,0.0,1.0,67.0
43.76976,11.26376,Entire home/apt,Entire rental unit,6,2.0,1.0,3.0,10.0,0.07,4.2,3,1125,51,1.0,0.0,337.0
43.78391,11.28177,Entire home/apt,Entire condo,4,1.0,1.5,2.0,113.0,0.85,4.8,2,90,245,0.0,1.0,143.0
43.77516,11.2525,Private room,Private room in rental unit,2,1.0,1.0,1.0,102.0,0.64,4.1,1,7,363,1.0,0.0,95.0
43.77696,11.30987,Entire home/apt,Entire villa,4,2.0,2.0,3.0,34.0,0.34,4.79,14,360,199,1.0,1.0,250.0
43.7788,11.31186,Entire home/apt,Entire villa,2,1.0,1.0,1.0,110.0,0.73,4.84,14,365,364,0.0,1.0,150.0
43.78049,11.24462,Hotel room,Room in bed and breakfast,2,1.0,1.0,1.0,527.0,3.33,4.52,1,7,256,0.0,0.0,85.0
43.77306,11.19181,Entire home/apt,Entire rental unit,4,1.0,1.0,3.0,117.0,0.74,4.48,1,30,6,0.0,0.0,97.0
43.79713,11.25299,Entire home/apt,Entire rental unit,2,1.0,1.0,2.0,22.0,0.18,4.73,1,1125,193,0.0,1.0,112.0
43.76781,11.25886,Hotel room,Room in bed and breakfast,2,1.0,1.0,2.0,28.0,0.26,4.93,1,28,289,1.0,1.0,146.0
43.77291,11.26426,Entire home/apt,Entire rental unit,5,2.0,2.0,5.0,25.0,0.16,4.88,2,150,135,1.0,1.0,212.0
43.76631428560038,11.243838217267042,Entire home/apt,Entire rental unit,4,1.0,2.0,2.0,150.0,0.95,4.7,2,200,291,0.0,1.0,91.0
43.77345,11.2436,Entire home/apt,Entire condo,6,2.0,2.0,4.0,52.0,0.33,4.72,2,30,307,0.0,0.0,350.0
43.77258,11.26095,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,452.0,2.83,4.9,3,29,187,0.0,1.0,149.0
43.77851,11.25196,Entire home/apt,Entire rental unit,5,2.0,1.0,4.0,146.0,0.92,4.73,2,30,364,0.0,1.0,131.0
43.76804,11.25172,Entire home/apt,Entire rental unit,3,1.0,1.0,2.0,143.0,0.9,4.59,2,1125,165,0.0,0.0,123.0
43.7695,11.24082,Private room,Private room in rental unit,2,1.0,1.0,1.0,564.7399999999998,3.79,4.74,2,45,344,1.0,1.0,111.0
43.79113,11.24646,Entire home/apt,Entire rental unit,4,2.0,1.0,2.0,397.0,2.49,4.51,2,1125,9,1.0,1.0,99.0
43.77961,11.27975,Private room,Private room in bed and breakfast,2,1.0,1.0,1.0,1.0,0.03,5.0,3,7,292,0.0,1.0,99.0
43.76936,11.24082,Private room,Private room in rental unit,2,1.0,1.0,1.0,535.0,3.36,4.74,2,45,344,1.0,1.0,92.0
43.77954,11.27986,Private room,Private room in bed and breakfast,4,1.0,1.0,2.0,2.0,0.06,5.0,2,7,293,0.0,1.0,124.0
43.78144,11.28003,Private room,Private room in bed and breakfast,2,1.0,1.0,1.0,12.0,0.09,4.75,3,7,293,0.0,1.0,92.0
43.77976,11.2801,Entire home/apt,Entire home,8,3.0,3.0,5.0,47.0,0.33,4.93,7,30,298,0.0,1.0,248.0
43.77023,11.26429,Entire home/apt,Entire rental unit,7,2.0,2.0,4.0,246.0,1.55,4.69,2,1125,10,1.0,0.0,215.0
43.78066,11.25774,Entire home/apt,Entire condo,4,1.0,1.0,1.0,149.0,1.0,4.77,3,28,317,1.0,0.0,111.0
43.76797,11.2673,Entire home/apt,Entire rental unit,6,3.0,2.0,5.0,197.0,1.27,4.61,3,1125,297,1.0,0.0,315.0
43.77426,11.25699,Entire home/apt,Entire serviced apartment,4,1.0,1.0,2.0,20.0,0.13,4.85,2,28,364,0.0,0.0,343.0
43.78005,11.23944,Entire home/apt,Entire rental unit,3,1.0,1.0,2.0,429.0,2.7,4.71,2,29,303,1.0,1.0,90.0
43.76461,11.245603,Entire home/apt,Entire condo,2,1.0,1.0,2.0,15.0,0.09,4.93,2,30,170,0.0,0.0,81.0
43.79273,11.27445,Private room,Private room in rental unit,2,1.0,1.0,2.0,27.0,0.32,4.85,31,1125,355,0.0,0.0,72.0
43.7656,11.24738,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,1.0,0.03,5.0,31,365,270,0.0,0.0,171.0
43.7684,11.24701,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,144.0,0.91,4.71,3,28,136,0.0,0.0,98.0
43.78455,11.23301,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,122.0,0.77,4.77,7,30,89,0.0,1.0,91.0
43.77398,11.2451,Entire home/apt,Entire rental unit,6,1.0,1.0,4.0,57.0,0.4,5.0,3,28,260,0.0,1.0,211.0
43.77958,11.24487,Hotel room,Room in bed and breakfast,1,1.0,1.0,1.0,109.0,0.77,4.74,2,14,315,0.0,0.0,78.0
43.76619,11.24702,Entire home/apt,Entire home,4,1.0,1.0,2.0,518.0,3.28,4.75,2,30,255,1.0,1.0,108.0
43.76578,11.24858,Entire home/apt,Entire rental unit,3,1.0,1.0,2.0,121.0,0.8,4.75,3,28,158,1.0,1.0,126.0
43.75865,11.2429,Entire home/apt,Entire rental unit,1,1.0,1.0,1.0,12.0,0.12,4.75,3,90,360,0.0,0.0,130.0
43.7678,11.25149,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,434.0,2.75,4.81,2,30,346,1.0,1.0,109.0
43.77441,11.24667,Entire home/apt,Entire loft,2,1.0,1.0,1.0,92.0,0.58,4.89,31,1125,257,1.0,1.0,86.0
43.77079,11.25723,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,131.0,0.83,4.78,1,360,296,1.0,0.0,137.0
43.77318,11.25748,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,564.7399999999998,4.13,4.77,2,60,140,1.0,1.0,288.0
43.76626,11.2523,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,128.0,0.82,4.76,5,545,50,0.0,1.0,64.0
43.76944,11.25912,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,45.0,0.29,4.16,1,1125,338,1.0,0.0,91.0
43.77412,11.22964,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,58.0,0.37,4.77,28,180,26,0.0,0.0,64.0
43.74434,11.21535,Hotel room,Room in boutique hotel,3,1.0,1.0,3.0,1.0,0.03,5.0,1,1125,356,1.0,0.0,302.0
43.76921,11.25922,Entire home/apt,Entire rental unit,7,1.0,1.0,1.0,125.0,0.81,4.3,1,1125,321,1.0,0.0,146.0
43.76934,11.25833,Entire home/apt,Entire rental unit,5,1.0,1.0,3.0,67.0,0.46,4.19,1,1125,246,1.0,0.0,95.0
43.76781,11.24412,Entire home/apt,Entire condo,5,1.0,1.0,2.0,564.7399999999998,4.2,4.92,3,1125,146,1.0,1.0,108.0
43.7704,11.26296,Entire home/apt,Entire condo,4,1.0,1.0,2.0,394.0,2.5,4.69,2,31,123,1.0,0.0,122.0
43.76356,11.24366,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,145.0,0.93,4.89,4,28,364,0.0,0.0,475.0
43.76659,11.24675,Entire home/apt,Entire rental unit,1,1.0,1.0,1.0,231.0,1.47,4.84,4,15,26,0.0,1.0,90.0
43.77168,11.25272,Private room,Private room in condo,2,1.0,1.0,1.0,564.7399999999998,4.87,4.85,1,1125,318,0.0,1.0,144.0
43.77911,11.26376,Entire home/apt,Entire rental unit,4,2.0,1.5,3.0,246.0,1.59,4.78,3,29,334,1.0,0.0,108.0
43.77278,11.24895,Entire home/apt,Entire rental unit,8,2.0,2.0,7.0,333.0,2.13,4.74,1,1125,28,1.0,0.0,338.0
43.76905,11.25968,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,134.0,0.86,4.71,1,7,138,0.0,0.0,81.0
43.76713,11.23977,Entire home/apt,Entire rental unit,5,3.0,2.0,4.0,362.0,2.34,4.93,2,29,228,0.0,1.0,150.0
43.7676,11.25214,Entire home/apt,Entire condo,3,1.0,1.0,2.0,77.0,0.5,4.83,3,180,127,1.0,0.0,120.0
43.76697,11.24654,Entire home/apt,Entire rental unit,5,3.0,2.0,4.0,36.0,0.25,4.51,1,1125,340,1.0,0.0,509.0
43.77941,11.25728,Private room,Private room in guest suite,2,1.0,1.0,1.0,483.0,3.23,4.81,3,28,304,1.0,0.0,95.0
43.77926,11.25767,Entire home/apt,Entire condo,2,1.0,1.0,1.0,112.0,0.74,4.54,2,60,142,0.0,0.0,104.0
43.770243184337794,11.25558623176342,Entire home/apt,Entire rental unit,4,2.0,2.0,3.0,493.0,3.18,4.92,3,20,289,0.0,1.0,290.0
43.7684,11.24625,Entire home/apt,Entire condo,2,1.0,1.0,1.0,564.7399999999998,4.59,4.6,3,1125,280,1.0,,96.0
43.79349,11.23959,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,99.0,0.64,4.9,31,365,322,0.0,0.0,68.0
43.77398,11.26274,Entire home/apt,Entire rental unit,3,0.0,1.0,2.0,54.0,0.36,4.56,31,365,11,0.0,0.0,77.0
43.77879,11.28799,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,7.0,0.05,5.0,2,30,12,1.0,0.0,86.0
43.76918,11.26233,Entire home/apt,Entire condo,2,1.0,1.0,1.0,80.0,0.52,4.76,2,30,163,0.0,1.0,133.0
43.75589,11.27877,Entire home/apt,Entire home,10,4.0,4.0,6.0,47.0,0.31,4.7,2,1125,143,0.0,1.0,1080.0
43.77109,11.25798,Entire home/apt,Entire condo,3,1.0,1.0,2.0,19.0,0.13,4.58,2,90,172,0.0,0.0,128.0
43.77983,11.27823,Private room,Private room in condo,1,1.0,1.0,1.0,9.0,0.07,4.89,7,700,271,1.0,0.0,90.0
43.77502,11.28661,Entire home/apt,Entire rental unit,5,3.0,1.0,4.0,146.0,0.97,4.67,3,14,356,0.0,0.0,123.0
43.77048,11.21016,Entire home/apt,Entire home,5,2.0,1.5,4.0,496.0,3.2,4.75,2,1125,310,1.0,1.0,87.0
43.79593,11.27576,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,164.0,1.06,4.81,5,365,202,0.0,0.0,90.0
43.79036,11.27279,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,144.0,0.95,4.69,5,365,224,0.0,0.0,90.0
43.77669,11.26189,Entire home/apt,Entire rental unit,10,4.0,3.0,7.0,341.0,2.27,4.72,3,30,164,1.0,1.0,296.0
43.77414,11.2433,Private room,Private room in bed and breakfast,3,2.0,2.0,3.0,488.0,3.17,4.79,1,365,13,0.0,1.0,107.0
43.76776,11.24238,Entire home/apt,Entire rental unit,4,2.0,2.0,4.0,330.0,2.15,4.75,2,120,128,0.0,0.0,258.0
43.76961,11.25655,Entire home/apt,Entire condo,2,1.0,1.0,1.0,112.0,2.38,4.74,4,365,160,0.0,1.0,189.0
43.78793,11.27063,Private room,Private room in rental unit,3,1.0,1.0,2.0,464.0,3.02,4.62,1,8,257,1.0,0.0,45.0
43.77763,11.25865,Entire home/apt,Entire rental unit,4,2.0,1.0,3.0,46.0,0.35,4.78,2,365,217,1.0,0.0,139.0
43.77329,11.26305,Entire home/apt,Entire condo,2,1.0,1.0,2.0,149.0,1.02,4.91,3,15,270,0.0,1.0,133.0
43.76133,11.28401,Entire home/apt,Entire home,4,2.0,1.0,2.0,163.0,1.12,4.83,1,1125,300,0.0,1.0,104.0
43.7731,11.25701,Entire home/apt,Entire rental unit,4,2.0,1.0,3.0,564.7399999999998,3.91,4.84,2,1125,250,0.0,1.0,140.0
43.77037,11.26103,Entire home/apt,Entire rental unit,4,1.0,1.0,3.0,61.0,0.43,4.84,5,90,322,0.0,0.0,300.0
43.77317,11.25898,Entire home/apt,Entire vacation home,2,1.0,1.0,1.0,309.0,2.13,4.84,1,100,269,1.0,1.0,155.0
43.78017,11.24449,Private room,Private room in rental unit,2,1.0,1.0,1.0,287.0,1.94,4.83,31,365,261,0.0,0.0,85.0
43.77611,11.27172,Entire home/apt,Entire rental unit,5,2.0,1.0,2.0,81.0,0.62,4.73,1,730,228,0.0,1.0,233.0
43.77945,11.25338,Private room,Private room in bed and breakfast,2,1.0,1.0,1.0,93.0,0.62,4.21,2,30,15,1.0,0.0,133.0
43.77749,11.25253,Private room,Private room in bed and breakfast,3,1.0,1.0,3.0,39.0,0.29,4.56,2,365,53,1.0,0.0,149.0
43.77465057373047,11.246854782104492,Entire home/apt,Entire rental unit,3,1.0,1.0,3.0,54.0,0.44,4.61,2,15,206,0.0,0.0,97.0
43.77953,11.25352,Private room,Private room in bed and breakfast,3,1.0,1.0,4.0,33.0,0.23,4.33,2,30,17,1.0,0.0,177.0
43.77861,11.24985,Entire home/apt,Entire condo,6,3.0,2.0,3.0,296.0,1.95,4.83,2,30,270,1.0,1.0,132.0
43.76615,11.25612,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,388.0,2.61,4.8,3,1125,265,0.0,0.0,211.0
43.77599,11.22245,Entire home/apt,Entire rental unit,4,2.0,1.0,3.0,134.0,0.91,4.82,3,90,256,1.0,1.0,89.0
43.76811,11.24994,Entire home/apt,Entire rental unit,5,2.0,2.0,3.0,245.0,1.89,4.94,3,400,167,1.0,1.0,396.0
43.7516,11.23968,Entire home/apt,Entire loft,2,1.0,1.0,2.0,1.0,0.03,3.5,31,650,362,0.0,0.0,120.0
43.77423,11.26365,Entire home/apt,Entire condo,3,1.0,2.0,3.0,105.0,0.69,4.71,4,700,67,0.0,0.0,85.0
43.77335,11.25991,Private room,Private room in rental unit,2,1.0,1.0,1.0,114.0,1.1,4.62,2,90,132,0.0,0.0,51.0
43.77069091796875,11.250544548034668,Entire home/apt,Entire condo,3,1.0,1.0,1.0,114.0,0.77,4.65,2,30,69,0.0,1.0,98.0
