latitude,longitude,room_type,property_type,accommodates,bedrooms,bathrooms,beds,number_of_reviews,reviews_per_month,review_scores_rating,minimum_nights,maximum_nights,availability_365,instant_bookable,host_is_superhost,price
43.78167460940397,11.26548707485199,Entire home/apt,Entire rental unit,3,1.0,1.0,2.0,49.0,3.39,4.94,3,29,274,0.0,1.0,95.0
43.76779,11.24878,Entire home/apt,Entire loft,3,1.0,1.0,2.0,54.0,3.81,4.94,1,365,305,1.0,1.0,135.0
43.77315726921354,11.249494190014728,Entire home/apt,Entire rental unit,3,0.0,1.0,0.0,24.0,1.66,4.96,31,120,179,0.0,0.0,140.0
43.7665657,11.248051,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,51.0,3.63,4.96,2,1125,257,1.0,1.0,126.0
43.77941,11.26753,Entire home/apt,Entire condo,4,1.0,1.0,2.0,42.0,3.01,5.0,3,14,172,0.0,1.0,111.0
43.7742028,11.2468333,Entire home/apt,Entire rental unit,4,2.0,1.0,2.0,36.0,2.94,4.89,1,365,125,1.0,1.0,265.0
43.76617,11.24692,Entire home/apt,Entire condo,4,2.0,2.5,2.0,28.0,2.23,5.0,3,28,67,0.0,1.0,433.0
43.76773,11.26136,Entire home/apt,Entire rental unit,6,3.0,3.5,3.0,19.0,1.6,5.0,3,30,346,1.0,1.0,699.0
43.7687,11.2393,Entire home/apt,Entire rental unit,4,1.0,1.5,2.0,27.0,1.95,4.85,1,1125,294,1.0,0.0,153.0
43.76723236393477,11.239555947862076,Entire home/apt,Entire rental unit,6,2.0,2.0,3.0,34.0,2.34,4.88,1,1125,325,1.0,0.0,202.0
43.76363,11.26725,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,36.0,2.5,4.81,2,365,41,0.0,0.0,78.0
43.77234,11.26087,Entire home/apt,Entire rental unit,2,1.0,1.0,0.0,3.0,0.22,4.67,2,365,131,1.0,0.0,137.0
43.79589,11.21709,Private room,Private room in rental unit,2,1.0,1.0,1.0,70.0,4.95,4.89,2,365,193,1.0,0.0,68.0
43.79596,11.21708,Private room,Private room in condo,2,1.0,1.0,1.0,77.0,5.42,4.83,2,365,245,1.0,0.0,72.0
43.76824,11.25647,Entire home/apt,Entire condo,4,1.0,1.0,2.0,8.0,0.59,4.63,1,365,123,1.0,0.0,1337.3999999999978
43.7636103,11.2622834,Private room,Private room in condo,2,1.0,1.0,1.0,47.0,3.45,4.98,2,29,148,0.0,1.0,75.0
43.78727,11.24834,Private room,Private room in rental unit,2,1.0,1.0,1.0,24.0,1.78,4.54,1,365,269,0.0,0.0,80.0
43.78613421514366,11.250498555600643,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,35.0,2.43,4.94,3,30,329,1.0,1.0,104.0
43.81487,11.23078,Entire home/apt,Entire home,7,2.0,2.0,4.0,23.0,1.65,4.83,3,29,80,0.0,1.0,1337.3999999999978
43.78366,11.25987,Entire home/apt,Entire condo,6,3.0,3.0,3.0,2.0,0.16,5.0,1,28,2,0.0,1.0,446.0
43.78113,11.24321,Entire home/apt,Entire rental unit,6,2.0,2.0,3.0,30.0,2.19,4.73,1,28,107,1.0,1.0,158.0
43.78479122792629,11.2390322350348,Entire home/apt,Entire rental unit,6,2.0,1.0,4.0,1.0,0.09,3.5,3,28,195,1.0,0.0,137.0
43.76852,11.25436,Entire home/apt,Entire rental unit,8,4.0,4.0,4.0,41.0,2.94,4.9,2,365,257,1.0,0.0,1320.0
43.76987039999999,11.2545812,Private room,Room in hotel,2,1.0,1.0,1.0,1.0,0.08,5.0,3,365,334,1.0,0.0,295.0
43.76987039999999,11.2545812,Private room,Room in hotel,2,1.0,1.5,1.0,2.0,0.15,4.5,3,365,346,1.0,0.0,280.0
43.76987039999999,11.2545812,Private room,Room in hotel,2,1.0,1.5,1.0,5.0,0.38,5.0,2,365,338,1.0,0.0,329.0
43.77141,11.26504,Entire home/apt,Entire rental unit,2,1.0,1.0,0.0,10.0,4.76,4.4,2,365,116,1.0,0.0,96.0
43.77235,11.25572,Entire home/apt,Entire home,10,3.0,3.0,5.0,5.0,0.39,4.8,1,365,355,1.0,1.0,1337.3999999999978
43.7892035,11.2549051,Entire home/apt,Entire condo,4,1.0,1.0,2.0,43.0,3.04,4.98,3,29,317,0.0,1.0,83.0
43.7826029,11.265454,Entire home/apt,Entire condo,8,4.0,1.5,5.0,21.0,1.54,4.9,1,28,5,1.0,1.0,286.0
43.7673145,11.2523477,Entire home/apt,Entire rental unit,6,2.0,1.0,3.0,10.0,0.7,4.6,1,365,86,1.0,,223.0
43.7587713,11.2715764,Entire home/apt,Entire rental unit,3,2.0,1.0,2.0,4.0,0.32,4.75,1,365,125,1.0,,113.0
43.7879298,11.2259707,Entire home/apt,Entire rental unit,3,1.0,1.0,2.0,50.0,3.72,4.94,2,22,282,1.0,1.0,100.0
43.78856,11.23922,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,100.0,7.08,4.99,2,30,261,0.0,1.0,165.0
43.7601589,11.2497761,Entire home/apt,Entire rental unit,4,2.0,1.0,2.0,4.0,0.29,4.5,1,365,116,1.0,,158.0
43.7732614,11.2638262,Private room,Private room in bed and breakfast,2,1.0,1.0,1.0,55.0,3.81,4.93,1,365,267,1.0,1.0,88.0
43.7711509,11.276284,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,2.0,0.16,5.0,1,365,192,1.0,0.0,101.0
43.78326632525547,11.25512693221781,Entire home/apt,Entire rental unit,6,2.0,1.0,3.0,59.0,4.48,4.97,1,365,177,1.0,,160.0
43.76945670000001,11.245167,Entire home/apt,Entire rental unit,5,2.0,1.0,3.0,32.0,3.1,4.72,2,365,41,1.0,1.0,141.0
43.78641661092662,11.232905279280228,Entire home/apt,Entire rental unit,5,2.0,2.0,4.0,83.0,5.94,4.93,2,20,28,0.0,1.0,135.0
43.77463,11.25126,Private room,Private room in condo,2,1.0,1.0,1.0,7.0,2.56,4.86,1,29,148,1.0,0.0,124.0
43.7709683,11.2684936,Entire home/apt,Entire rental unit,4,2.0,1.0,3.0,15.0,1.13,4.6,31,90,0,1.0,,234.0
43.7709683,11.2684936,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,4.0,0.28,4.5,31,90,0,1.0,,205.0
43.77039224303737,11.256031776369095,Entire home/apt,Entire rental unit,4,2.0,1.0,3.0,3.0,0.26,4.67,1,365,56,1.0,0.0,149.0
43.76720110341766,11.272697855220873,Entire home/apt,Entire rental unit,10,4.0,3.0,7.0,33.0,2.33,4.94,1,365,357,1.0,1.0,450.0
43.77921,11.25754,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,28.0,2.51,4.93,2,28,107,0.0,1.0,117.0
43.78116992616889,11.243307187696834,Entire home/apt,Entire rental unit,6,2.0,1.0,3.0,10.0,0.75,5.0,2,30,242,0.0,1.0,186.0
43.7709683,11.2684936,Entire home/apt,Entire home,4,1.0,1.0,1.0,7.0,0.5,4.0,31,90,0,1.0,,208.0
43.74975,11.23231,Entire home/apt,Entire home,4,2.0,2.0,2.0,1.0,0.42,5.0,2,28,257,0.0,0.0,120.0
43.7714146,11.2584781,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,17.0,1.24,4.82,2,28,157,1.0,1.0,220.0
43.7630489,11.2620879,Entire home/apt,Entire rental unit,6,2.0,1.0,2.0,23.0,2.35,4.87,2,30,204,1.0,1.0,162.0
43.77789,11.25298,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,10.0,0.75,4.7,1,365,327,1.0,0.0,247.0
43.7676263,11.2819407,Entire home/apt,Entire rental unit,4,1.0,2.0,2.0,7.0,0.5,4.86,1,365,203,1.0,1.0,1000.0
43.752389695531285,11.234079796820089,Entire home/apt,Entire rental unit,6,3.0,2.0,4.0,4.0,0.3,4.75,3,30,97,1.0,0.0,232.0
43.7927127,11.2210064,Entire home/apt,Entire rental unit,4,2.0,1.0,3.0,31.0,2.38,4.94,2,28,135,1.0,1.0,133.0
43.7755963,11.2443802,Entire home/apt,Entire condo,4,1.0,1.5,1.0,61.0,4.69,4.77,2,365,118,0.0,,134.0
43.7741275,11.2920176,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,3.0,0.25,4.67,1,1125,147,1.0,0.0,1000.0
43.77222413851451,11.262834037585716,Entire home/apt,Entire rental unit,4,2.0,1.5,0.0,21.0,1.56,4.71,2,365,51,1.0,,264.0
43.7605703,11.2865216,Entire home/apt,Entire rental unit,6,2.0,2.0,3.0,48.0,4.22,4.98,2,30,215,1.0,1.0,117.0
43.77265,11.25127,Entire home/apt,Entire rental unit,3,1.0,1.0,0.0,57.0,4.06,4.82,1,365,336,1.0,1.0,107.0
43.77071,11.2314,Entire home/apt,Entire home,4,1.0,1.0,2.0,27.0,2.2,4.96,2,365,345,0.0,1.0,257.0
43.77016,11.23251,Entire home/apt,Entire home,4,1.0,1.0,2.0,8.0,0.65,5.0,2,365,276,0.0,1.0,291.0
43.7781093,11.2557135,Entire home/apt,Entire rental unit,5,2.0,2.0,3.0,4.0,0.36,4.5,1,365,182,1.0,0.0,212.0
43.77107,11.25419,Entire home/apt,Entire home,4,1.0,1.0,0.0,41.0,2.89,4.95,1,365,113,1.0,0.0,245.0
43.77877751833215,11.240400709211826,Entire home/apt,Entire rental unit,4,1.0,1.0,0.0,62.0,4.45,4.94,2,28,263,0.0,1.0,167.0
43.77047,11.24298,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,7.0,0.53,4.86,2,90,331,1.0,,203.0
43.7703594,11.2536412,Entire home/apt,Entire rental unit,8,3.0,3.0,4.0,12.0,1.03,4.75,1,365,251,1.0,1.0,1044.0
43.78862,11.23935,Entire home/apt,Entire home,2,1.0,1.0,0.0,30.0,2.16,5.0,2,12,245,0.0,1.0,74.0
43.7599,11.2899,Entire home/apt,Entire rental unit,6,3.0,2.0,4.0,5.0,0.36,5.0,31,1125,193,0.0,0.0,225.0
43.7762164,11.2528496,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,4.0,0.3,4.75,2,30,331,1.0,1.0,186.0
43.7719837848494,11.274221688508987,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,4.0,0.3,4.75,3,365,258,0.0,0.0,81.0
43.7649795535454,11.248140658809492,Entire home/apt,Entire rental unit,3,1.0,1.0,0.0,49.0,3.44,4.63,1,29,358,1.0,0.0,112.0
43.78532,11.23445,Entire home/apt,Entire condo,4,2.0,2.0,2.0,38.0,2.69,4.79,2,29,327,1.0,1.0,136.0
43.77691,11.256,Entire home/apt,Entire rental unit,4,2.0,1.0,3.0,63.0,4.52,4.97,3,1125,246,1.0,1.0,155.0
43.76859,11.25887,Entire home/apt,Entire rental unit,6,3.0,2.0,3.0,53.0,3.88,4.96,2,365,267,1.0,1.0,562.0
43.77025,11.21333,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,34.0,2.67,4.76,2,30,321,0.0,1.0,67.0
43.76568,11.28192,Entire home/apt,Entire loft,2,0.0,1.0,1.0,3.0,0.28,4.33,1,1125,301,1.0,0.0,87.0
43.77090373625728,11.269873111114492,Entire home/apt,Entire home,6,3.0,3.0,5.0,16.0,1.39,5.0,2,30,203,0.0,1.0,209.0
43.78039,11.23554,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,41.0,2.89,4.78,2,365,262,0.0,1.0,117.0
43.77161,11.2545,Private room,Private room in rental unit,4,1.0,1.0,2.0,4.0,0.29,5.0,1,365,248,0.0,0.0,246.0
43.786974,11.2644857,Entire home/apt,Entire home,4,2.0,2.0,2.0,65.0,5.39,4.97,2,28,181,0.0,1.0,672.0
43.776312929465874,11.28996611412277,Entire home/apt,Entire condo,2,1.0,1.0,1.0,28.0,2.09,4.86,3,15,214,0.0,0.0,72.0
43.76606,11.27315,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,38.0,2.73,4.95,3,28,92,0.0,1.0,90.0
43.78804,11.22947,Entire home/apt,Entire condo,2,1.0,1.0,1.0,38.0,2.86,4.92,2,29,12,0.0,1.0,53.0
43.7740754,11.2523903,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,10.0,0.86,4.8,3,20,331,1.0,1.0,233.0
43.78096139120971,11.28854360597362,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,35.0,2.47,4.83,1,365,254,1.0,,87.0
43.7825017,11.2576337,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,17.0,1.8,4.94,3,30,185,0.0,1.0,174.0
43.77673534762137,11.25425297766924,Entire home/apt,Entire rental unit,4,1.0,2.0,0.0,61.0,4.36,5.0,2,28,187,0.0,1.0,271.0
43.7725,11.247003,Entire home/apt,Entire rental unit,4,2.0,1.0,2.0,43.0,3.15,4.74,1,365,107,1.0,1.0,170.0
43.77597720000001,11.241332,Entire home/apt,Entire rental unit,4,2.0,1.0,6.0,48.0,3.44,4.92,2,30,328,0.0,1.0,176.0
43.74434718392918,11.29340777400358,Entire home/apt,Entire cottage,3,1.0,1.0,2.0,28.0,2.0,4.71,2,1125,169,0.0,0.0,135.0
43.76997027573587,11.242567077783416,Entire home/apt,Entire condo,6,2.0,1.0,0.0,35.0,2.47,4.83,1,1125,246,1.0,1.0,214.0
43.7716986,11.2490907,Entire home/apt,Entire rental unit,8,3.0,2.0,4.0,56.0,4.63,4.86,1,365,292,1.0,1.0,174.0
43.79037,11.21916,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,3.0,0.22,4.33,2,90,355,1.0,,122.0
43.77063,11.23772,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,41.0,2.94,5.0,2,365,230,0.0,1.0,90.0
43.76382364726132,11.274445652961733,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,32.0,2.36,4.97,2,28,163,0.0,1.0,287.0
43.77710731223415,11.244406674749394,Entire home/apt,Entire rental unit,4,2.0,1.5,2.0,95.0,7.2,4.71,2,365,74,1.0,0.0,160.0
43.7754991,11.2593709,Entire home/apt,Entire rental unit,4,1.0,1.0,0.0,2.0,0.14,5.0,2,365,347,0.0,0.0,190.0
43.78503073853039,11.235441583800656,Entire home/apt,Entire rental unit,3,1.0,1.0,2.0,14.0,1.04,4.79,1,365,218,1.0,,85.0
43.774017,11.24758,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,5.0,0.46,4.6,1,365,137,1.0,1.0,238.0
43.758972,11.241222,Entire home/apt,Entire rental unit,6,2.0,1.0,4.0,60.0,5.56,4.85,3,28,120,1.0,1.0,102.0
43.79559,11.24202,Entire home/apt,Entire vacation home,6,3.0,1.0,3.0,22.0,1.6,4.27,1,365,346,0.0,0.0,162.0
43.77157,11.24959,Entire home/apt,Entire rental unit,4,1.0,1.0,3.0,63.0,4.73,4.94,1,365,325,1.0,1.0,161.0
43.76998856821459,11.249963614498611,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,73.0,5.42,4.9,1,365,318,1.0,1.0,121.0
43.77139,11.24994,Entire home/apt,Entire rental unit,6,2.0,2.0,3.0,2.0,0.17,5.0,1,365,304,1.0,1.0,335.0
43.77774,11.24107,Entire home/apt,Entire rental unit,5,2.0,2.0,3.0,18.0,1.34,4.94,2,365,286,1.0,1.0,153.0
43.7789514,11.2515541,Entire home/apt,Entire rental unit,4,2.0,1.0,3.0,13.0,1.09,4.92,3,29,349,0.0,1.0,170.0
43.78035269999999,11.2606599,Entire home/apt,Entire rental unit,2,1.0,2.0,1.0,7.0,0.5,4.86,31,365,365,1.0,1.0,210.0
43.8009908,11.2382415,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,22.0,1.61,4.55,1,365,212,1.0,0.0,87.0
43.7846059,11.2394578,Entire home/apt,Entire condo,3,1.0,1.0,2.0,33.0,2.48,4.61,1,29,108,1.0,0.0,75.0
43.7704088,11.2781978,Entire home/apt,Entire rental unit,6,2.0,2.0,3.0,61.0,4.52,4.93,1,28,197,1.0,1.0,235.0
43.77345,11.26443,Entire home/apt,Entire rental unit,6,1.0,1.0,3.0,9.0,0.66,4.78,2,28,60,1.0,0.0,127.0
43.77598,11.24133,Entire home/apt,Entire rental unit,2,1.0,1.0,0.0,27.0,1.93,4.59,2,365,327,1.0,1.0,70.0
43.77597720000001,11.241332,Entire home/apt,Entire rental unit,2,1.0,1.0,0.0,16.0,1.15,4.81,2,29,247,1.0,1.0,94.0
43.77597720000001,11.241332,Entire home/apt,Entire rental unit,8,4.0,3.0,0.0,2.0,0.17,4.5,2,365,244,1.0,1.0,431.0
43.77605,11.25475,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,60.0,4.7,4.92,2,7,354,0.0,1.0,201.0
43.7833437,11.2395462,Entire home/apt,Entire rental unit,6,2.0,1.0,3.0,62.0,4.44,4.89,2,365,302,1.0,1.0,120.0
43.777995,11.2501099,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,40.0,3.0,4.9,2,90,230,0.0,1.0,156.0
43.77406987575555,11.24691359381211,Entire home/apt,Entire rental unit,8,3.0,2.0,5.0,60.0,4.64,4.72,2,365,234,1.0,0.0,379.0
43.7909543997912,11.221212910680135,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,4.0,0.3,4.75,1,1125,35,1.0,1.0,84.0
43.77896252642671,11.25036082373353,Entire home/apt,Entire rental unit,2,1.0,1.0,2.0,36.0,2.67,4.89,2,365,168,0.0,,115.0
43.7765338,11.2958271,Entire home/apt,Entire rental unit,3,1.0,1.0,2.0,14.0,1.16,4.93,2,30,180,0.0,1.0,90.0
43.7713715,11.2762049,Entire home/apt,Entire rental unit,4,2.0,1.5,3.0,7.0,0.51,4.71,1,365,109,1.0,,168.0
43.7851431,11.2727533,Entire home/apt,Entire vacation home,4,2.0,2.0,2.0,3.0,0.24,5.0,3,240,154,0.0,0.0,162.0
43.78653290553679,11.239644097609936,Private room,Private room in rental unit,2,1.0,1.0,1.0,35.0,2.51,4.74,2,30,330,1.0,,78.0
43.77096444941073,11.26560062288143,Entire home/apt,Entire rental unit,8,4.0,3.0,5.0,6.0,0.49,5.0,3,10,60,0.0,1.0,344.0
43.77167910656891,11.271273735581978,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,1.0,0.08,5.0,3,30,328,0.0,0.0,175.0
43.78664943489781,11.264210219535606,Entire home/apt,Entire rental unit,4,2.0,1.5,2.0,6.0,2.81,5.0,1,1125,3,1.0,1.0,250.0
43.7768568,11.2604977,Entire home/apt,Entire rental unit,4,2.0,1.0,2.0,2.0,0.17,5.0,2,365,365,1.0,1.0,268.0
43.76728,11.25381,Entire home/apt,Entire rental unit,8,3.0,4.0,3.0,27.0,1.94,4.74,1,365,232,1.0,0.0,693.0
43.767454599304585,11.260471343994142,Entire home/apt,Entire condo,6,3.0,2.0,3.0,11.0,1.28,4.82,2,15,82,0.0,1.0,513.0
43.78178183570608,11.277078576385977,Private room,Private room in rental unit,3,1.0,1.0,2.0,2.0,0.15,5.0,31,365,179,0.0,0.0,260.0
43.769411,11.2657572,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,3.0,0.23,4.67,1,365,122,1.0,,108.0
43.7766885,11.2620098,Entire home/apt,Entire rental unit,10,3.0,2.0,6.0,4.0,0.31,4.5,1,365,103,1.0,0.0,500.0
43.7674763942392,11.252980940043926,Entire home/apt,Entire condo,4,1.0,1.0,2.0,15.0,1.22,4.6,2,1125,358,0.0,0.0,152.0
43.7875676,11.238915,Private room,Private room in rental unit,2,1.0,1.0,1.0,21.0,1.55,4.43,2,365,362,1.0,,78.0
43.78299,11.26365,Entire home/apt,Entire home,4,2.0,1.0,3.0,39.0,2.85,4.69,1,30,346,1.0,0.0,90.0
43.78087610142416,11.242723342086046,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,33.0,2.78,4.91,2,365,329,1.0,1.0,132.0
43.7692,11.26318,Entire home/apt,Entire rental unit,4,1.0,1.0,4.0,9.0,0.68,4.89,3,30,267,0.0,0.0,135.0
43.77964,11.2565,Entire home/apt,Entire rental unit,5,2.0,2.0,2.0,44.0,3.24,4.91,2,28,162,1.0,1.0,297.0
43.770852973712046,11.259765272877486,Entire home/apt,Entire rental unit,3,1.0,1.0,0.0,5.0,0.41,4.8,1,365,310,1.0,1.0,132.0
43.76941,11.26007,Entire home/apt,Entire rental unit,8,3.0,3.0,4.0,42.0,3.38,4.74,2,365,257,1.0,0.0,460.0
43.76762658222924,11.245537520359656,Entire home/apt,Entire rental unit,10,4.0,3.0,6.0,10.0,0.79,4.7,1,1125,316,1.0,0.0,483.0
43.7612333,11.2874582,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,21.0,1.54,4.9,2,28,248,1.0,1.0,78.0
43.76999866292843,11.255669364657594,Entire home/apt,Entire rental unit,8,3.0,2.0,4.0,34.0,2.52,4.71,1,1125,287,1.0,0.0,300.0
43.75779904283039,11.24311170801274,Entire home/apt,Entire rental unit,6,2.0,2.0,3.0,16.0,1.19,4.75,1,1125,312,1.0,0.0,135.0
43.76674,11.25553,Entire home/apt,Entire rental unit,6,3.0,3.0,3.0,28.0,2.08,4.96,1,1125,250,1.0,0.0,960.0
43.77166,11.2657,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,40.0,2.93,4.88,1,365,198,1.0,1.0,190.0
43.76938,11.23802,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,3.0,0.26,3.5,1,365,176,1.0,0.0,142.0
43.78846206677078,11.23930525159046,Private room,Private room in rental unit,2,1.0,1.0,1.0,33.0,2.37,4.85,2,30,284,1.0,,78.0
43.7728484,11.2471765,Entire home/apt,Entire rental unit,2,1.0,1.0,0.0,52.0,3.8,4.77,1,7,338,1.0,,107.0
43.76809,11.26096,Entire home/apt,Entire rental unit,6,2.0,2.0,2.0,9.0,0.65,4.78,1,365,97,1.0,,200.0
43.76671,11.25455,Entire home/apt,Entire rental unit,3,2.0,1.5,2.0,4.0,0.3,5.0,1,365,333,1.0,,362.0
43.7803426,11.2442454,Entire home/apt,Entire rental unit,5,2.0,1.0,2.0,14.0,1.1,5.0,1,365,69,1.0,0.0,1337.3999999999978
43.769483639947325,11.264864430722769,Entire home/apt,Entire rental unit,3,1.0,1.0,2.0,10.0,0.75,4.9,1,1125,292,1.0,0.0,120.0
43.7677686,11.2519711,Entire home/apt,Entire condo,2,1.0,1.0,1.0,55.0,4.56,4.93,2,28,61,0.0,1.0,248.0
43.7857118,11.2617227,Entire home/apt,Entire condo,4,1.0,1.0,2.0,43.0,3.22,4.91,2,28,111,1.0,1.0,169.0
43.7789622,11.242296,Entire home/apt,Entire condo,3,2.0,2.0,3.0,60.0,5.42,4.93,2,540,175,0.0,1.0,141.0
43.7699575984174,11.255393926983626,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,20.0,6.38,5.0,1,1125,294,1.0,1.0,364.0
43.773626,11.248084,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,62.0,4.64,4.94,3,29,272,1.0,1.0,442.0
43.77246,11.24752,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,64.0,4.96,4.95,1,365,249,1.0,1.0,336.0
43.77441149204297,11.248606490714511,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,76.0,5.97,4.93,1,365,222,1.0,1.0,288.0
43.75862,11.29004,Entire home/apt,Entire condo,5,2.0,1.0,4.0,33.0,2.59,4.94,3,365,168,0.0,1.0,85.0
43.78275,11.25908,Entire home/apt,Entire rental unit,6,3.0,2.0,5.0,5.0,0.45,4.6,31,1125,0,1.0,0.0,367.0
43.795580780700746,11.188691508423304,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,10.0,0.74,4.5,31,60,89,0.0,0.0,81.0
43.78042149355118,11.238917380950925,Entire home/apt,Entire vacation home,3,1.0,1.0,0.0,13.0,1.7,4.85,1,30,0,0.0,1.0,189.0
43.78049895534306,11.238938838623044,Entire home/apt,Entire home,4,2.0,1.0,2.0,17.0,2.23,5.0,1,365,0,0.0,1.0,218.0
43.77656,11.2522,Entire home/apt,Entire condo,6,3.0,2.0,6.0,6.0,0.56,5.0,3,365,52,1.0,1.0,200.0
43.7829498,11.2585733,Entire home/apt,Entire condo,6,3.0,2.0,3.0,39.0,3.02,5.0,3,30,210,0.0,1.0,533.0
43.79186,11.27025,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,2.0,0.15,4.5,1,1125,343,1.0,0.0,1337.3999999999978
43.7861333,11.23607,Entire home/apt,Entire rental unit,6,2.0,1.0,3.0,40.0,2.96,4.98,1,30,182,0.0,,171.0
43.7366462,11.2591737,Entire home/apt,Entire home,6,3.0,2.0,3.0,8.0,0.65,5.0,2,29,65,0.0,,101.0
43.76157,11.2389,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,33.0,2.41,4.88,1,30,235,1.0,1.0,98.0
43.74573,11.24912,Entire home/apt,Entire home,2,1.0,1.5,1.0,12.0,0.95,5.0,31,180,224,0.0,1.0,75.0
43.78361845297536,11.276218396958928,Entire home/apt,Entire home,4,3.0,1.5,3.0,8.0,0.6,4.88,3,182,329,0.0,1.0,189.0
43.77224912434615,11.255640350282192,Entire home/apt,Entire condo,2,1.0,1.0,1.0,31.0,2.24,4.87,2,30,263,0.0,1.0,195.0
43.77253,11.26061,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,59.0,4.36,4.88,2,365,268,1.0,1.0,142.0
43.77666,11.26405,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,1.0,0.13,5.0,7,365,77,0.0,1.0,190.0
43.7914169,11.2337099,Private room,Private room in rental unit,3,1.0,1.5,1.0,15.0,1.71,4.93,2,1125,222,0.0,0.0,49.0
43.7861301,11.2706295,Entire home/apt,Entire condo,4,2.0,2.0,2.0,42.0,3.17,5.0,1,30,314,0.0,1.0,174.0
43.7816847,11.237773,Entire home/apt,Entire rental unit,3,1.0,1.0,2.0,67.0,5.1,4.91,2,28,259,1.0,1.0,96.0
43.7842981,11.2583255,Entire home/apt,Entire condo,6,3.0,2.0,4.0,41.0,3.26,4.71,2,28,174,0.0,1.0,217.0
43.79851057416978,11.213852669846652,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,27.0,7.49,4.89,1,28,251,0.0,1.0,79.0
43.78873256985669,11.24919052666991,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,2.0,0.2,5.0,31,365,362,1.0,,111.0
43.7681897,11.273352,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,18.0,2.03,4.78,3,14,319,1.0,0.0,75.0
43.7819125,11.2434794,Entire home/apt,Entire rental unit,6,2.0,2.0,4.0,46.0,3.4,4.87,2,1125,245,0.0,1.0,342.0
43.7685077,11.2581464,Entire home/apt,Entire condo,4,1.0,1.0,3.0,8.0,0.67,5.0,1,90,132,1.0,0.0,166.0
43.7789514,11.2515541,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,27.0,2.18,4.93,3,29,213,0.0,1.0,90.0
43.7670900795107,11.280392422275924,Private room,Private room in bed and breakfast,2,1.0,1.0,1.0,35.0,2.66,4.97,2,365,165,0.0,1.0,81.0
43.76830264152322,11.280692257317623,Private room,Private room in bed and breakfast,2,1.0,1.0,1.0,32.0,2.42,4.94,2,360,163,0.0,1.0,77.0
43.77883209810155,11.26833447243106,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,49.0,3.65,4.9,1,30,275,0.0,1.0,132.0
43.768372908491926,11.261512954725974,Entire home/apt,Entire rental unit,10,4.0,2.5,7.0,46.0,3.42,4.91,1,1125,244,1.0,0.0,772.0
43.78555,11.23925,Entire home/apt,Entire rental unit,4,2.0,1.5,3.0,31.0,2.3,4.84,2,28,328,1.0,1.0,114.0
43.7761737,11.2158623,Entire home/apt,Entire condo,4,1.0,1.0,2.0,5.0,0.61,4.6,1,29,123,1.0,0.0,50.0
